audit_id,question_id,task_id,arm,sample_role,original_abd_label,correction_label,sol_label,final_label,selected_review_version,source_record_id,source_file,source_sha256
E0222,4572b198-2c1c-4920-bcf0-95fcebe12261_8_34,A:4572b198-2c1c-4920-bcf0-95fcebe12261_8_34,A,not_in_correction,contradicted,,,contradicted,original_abd,E0222,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0223,115774b6-534d-444f-b7aa-d1b834eb0ee7_8_13,A:115774b6-534d-444f-b7aa-d1b834eb0ee7_8_13,A,not_in_correction,unsupported,,,unsupported,original_abd,E0223,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0224,41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_23,D:41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_23,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0224,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0225,7e512589-aa97-41e8-83d3-af2e83e4fd06_4_5,D:7e512589-aa97-41e8-83d3-af2e83e4fd06_4_5,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0225,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0226,70f2a750-f403-41b8-aabb-480eb3ab4ed4_7_29,D:70f2a750-f403-41b8-aabb-480eb3ab4ed4_7_29,D,not_in_correction,supported,,,supported,original_abd,E0226,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0227,41a86310-2cc1-48f9-b5b5-6b495a95fbac_23_8,D:41a86310-2cc1-48f9-b5b5-6b495a95fbac_23_8,D,control,contradicted,contradicted,,contradicted,correction,E0227,outputs/abd_eval300_evidence_audit_correction_validation_v1/extracted/corrected_blinded_reviews.jsonl,3ab37d3b323018ba063688790112639cb0053de4a0d1fb0407da2f012d35c991
E0228,71fbc5bf-7e2a-415d-86bc-3a948742e904_8_8,A:71fbc5bf-7e2a-415d-86bc-3a948742e904_8_8,A,not_in_correction,supported,,,supported,original_abd,E0228,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0229,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_10,A:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_10,A,control,contradicted,contradicted,,contradicted,correction,E0229,outputs/abd_eval300_evidence_audit_correction_validation_v1/extracted/corrected_blinded_reviews.jsonl,3ab37d3b323018ba063688790112639cb0053de4a0d1fb0407da2f012d35c991
E0230,6fd90f8d-7a4d-425d-a812-3268db0b0342_12_28,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_12_28,B,not_in_correction,unsupported,,,unsupported,original_abd,E0230,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0231,41a86310-2cc1-48f9-b5b5-6b495a95fbac_5_20,A:41a86310-2cc1-48f9-b5b5-6b495a95fbac_5_20,A,not_in_correction,contradicted,,,contradicted,original_abd,E0231,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0232,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_17_15,A:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_17_15,A,not_in_correction,unsupported,,,unsupported,original_abd,E0232,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0233,115774b6-534d-444f-b7aa-d1b834eb0ee7_3_21,D:115774b6-534d-444f-b7aa-d1b834eb0ee7_3_21,D,not_in_correction,contradicted,,,contradicted,original_abd,E0233,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0234,d3a0899e-2093-454c-9f65-30087883193a_5_24,B:d3a0899e-2093-454c-9f65-30087883193a_5_24,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0234,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0235,7e512589-aa97-41e8-83d3-af2e83e4fd06_3_26,B:7e512589-aa97-41e8-83d3-af2e83e4fd06_3_26,B,not_in_correction,unsupported,,,unsupported,original_abd,E0235,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0236,70f2a750-f403-41b8-aabb-480eb3ab4ed4_4_15,D:70f2a750-f403-41b8-aabb-480eb3ab4ed4_4_15,D,not_in_correction,supported,,,supported,original_abd,E0236,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0237,db3f7933-dfa0-4678-9d4f-393b628ded45_22_5,B:db3f7933-dfa0-4678-9d4f-393b628ded45_22_5,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0237,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0238,4572b198-2c1c-4920-bcf0-95fcebe12261_17_15,D:4572b198-2c1c-4920-bcf0-95fcebe12261_17_15,D,not_in_correction,unsupported,,,unsupported,original_abd,E0238,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0239,71fbc5bf-7e2a-415d-86bc-3a948742e904_4_22,A:71fbc5bf-7e2a-415d-86bc-3a948742e904_4_22,A,not_in_correction,supported,,,supported,original_abd,E0239,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0240,db3f7933-dfa0-4678-9d4f-393b628ded45_7_23,D:db3f7933-dfa0-4678-9d4f-393b628ded45_7_23,D,not_in_correction,supported,,,supported,original_abd,E0240,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0241,71fbc5bf-7e2a-415d-86bc-3a948742e904_8_1,D:71fbc5bf-7e2a-415d-86bc-3a948742e904_8_1,D,not_in_correction,supported,,,supported,original_abd,E0241,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0242,4572b198-2c1c-4920-bcf0-95fcebe12261_17_39,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_39,A,not_in_correction,unsupported,,,unsupported,original_abd,E0242,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0243,71fbc5bf-7e2a-415d-86bc-3a948742e904_8_20,D:71fbc5bf-7e2a-415d-86bc-3a948742e904_8_20,D,not_in_correction,supported,,,supported,original_abd,E0243,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0244,4572b198-2c1c-4920-bcf0-95fcebe12261_4_23,B:4572b198-2c1c-4920-bcf0-95fcebe12261_4_23,B,not_in_correction,contradicted,,,contradicted,original_abd,E0244,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0245,71fbc5bf-7e2a-415d-86bc-3a948742e904_4_12,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_4_12,B,not_in_correction,supported,,,supported,original_abd,E0245,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0246,41a86310-2cc1-48f9-b5b5-6b495a95fbac_7_17,A:41a86310-2cc1-48f9-b5b5-6b495a95fbac_7_17,A,not_in_correction,unsupported,,,unsupported,original_abd,E0246,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0247,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_4_9,D:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_4_9,D,not_in_correction,supported,,,supported,original_abd,E0247,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0248,41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_4,B:41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_4,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0248,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0249,db3f7933-dfa0-4678-9d4f-393b628ded45_11_2,A:db3f7933-dfa0-4678-9d4f-393b628ded45_11_2,A,not_in_correction,contradicted,,,contradicted,original_abd,E0249,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0250,70f2a750-f403-41b8-aabb-480eb3ab4ed4_7_4,B:70f2a750-f403-41b8-aabb-480eb3ab4ed4_7_4,B,not_in_correction,supported,,,supported,original_abd,E0250,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0251,7e512589-aa97-41e8-83d3-af2e83e4fd06_7_20,D:7e512589-aa97-41e8-83d3-af2e83e4fd06_7_20,D,not_in_correction,unsupported,,,unsupported,original_abd,E0251,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0252,a6d45e95-8dc0-4932-83bf-ec53e265a16a_8_27,D:a6d45e95-8dc0-4932-83bf-ec53e265a16a_8_27,D,not_in_correction,unsupported,,,unsupported,original_abd,E0252,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0253,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_5_22,B:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_5_22,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0253,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0254,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_7_4,B:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_7_4,B,not_in_correction,unsupported,,,unsupported,original_abd,E0254,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0255,a6d45e95-8dc0-4932-83bf-ec53e265a16a_8_18,A:a6d45e95-8dc0-4932-83bf-ec53e265a16a_8_18,A,not_in_correction,supported,,,supported,original_abd,E0255,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0256,71fbc5bf-7e2a-415d-86bc-3a948742e904_17_25,A:71fbc5bf-7e2a-415d-86bc-3a948742e904_17_25,A,not_in_correction,partially_supported,,,partially_supported,original_abd,E0256,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0257,71fbc5bf-7e2a-415d-86bc-3a948742e904_5_27,A:71fbc5bf-7e2a-415d-86bc-3a948742e904_5_27,A,not_in_correction,supported,,,supported,original_abd,E0257,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0258,41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_4,A:41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_4,A,not_in_correction,contradicted,,,contradicted,original_abd,E0258,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0259,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_6_7,A:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_6_7,A,not_in_correction,unsupported,,,unsupported,original_abd,E0259,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0260,71fbc5bf-7e2a-415d-86bc-3a948742e904_3_7,A:71fbc5bf-7e2a-415d-86bc-3a948742e904_3_7,A,not_in_correction,unsupported,,,unsupported,original_abd,E0260,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0261,71fbc5bf-7e2a-415d-86bc-3a948742e904_22_23,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_22_23,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0261,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0262,db3f7933-dfa0-4678-9d4f-393b628ded45_4_22,A:db3f7933-dfa0-4678-9d4f-393b628ded45_4_22,A,not_in_correction,supported,,,supported,original_abd,E0262,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0263,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_20,D:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_20,D,not_in_correction,contradicted,,,contradicted,original_abd,E0263,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0264,41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_15,D:41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_15,D,not_in_correction,contradicted,,,contradicted,original_abd,E0264,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0265,d3a0899e-2093-454c-9f65-30087883193a_8_36,D:d3a0899e-2093-454c-9f65-30087883193a_8_36,D,not_in_correction,supported,,,supported,original_abd,E0265,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0266,d3a0899e-2093-454c-9f65-30087883193a_5_24,D:d3a0899e-2093-454c-9f65-30087883193a_5_24,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0266,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0267,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_22_3,D:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_22_3,D,not_in_correction,supported,,,supported,original_abd,E0267,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0268,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_11_14,B:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_11_14,B,not_in_correction,contradicted,,,contradicted,original_abd,E0268,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0269,7e512589-aa97-41e8-83d3-af2e83e4fd06_3_26,D:7e512589-aa97-41e8-83d3-af2e83e4fd06_3_26,D,control,supported,partially_supported,partially_supported,partially_supported,sol_independent_review,SB9E2AE336E2A,outputs/abd_eval300_disagreement_independent_review_v1/blinded_reviewer_output/blinded_reviews.jsonl,75fdab627ddf165f75133f026d0a6e605e6b838bdcb58912e752a67a0783557f
E0270,a6d45e95-8dc0-4932-83bf-ec53e265a16a_6_24,B:a6d45e95-8dc0-4932-83bf-ec53e265a16a_6_24,B,not_in_correction,unsupported,,,unsupported,original_abd,E0270,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0271,d3a0899e-2093-454c-9f65-30087883193a_4_10,A:d3a0899e-2093-454c-9f65-30087883193a_4_10,A,not_in_correction,unsupported,,,unsupported,original_abd,E0271,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0272,115774b6-534d-444f-b7aa-d1b834eb0ee7_12_27,B:115774b6-534d-444f-b7aa-d1b834eb0ee7_12_27,B,not_in_correction,contradicted,,,contradicted,original_abd,E0272,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0273,71fbc5bf-7e2a-415d-86bc-3a948742e904_3_7,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_3_7,B,not_in_correction,unsupported,,,unsupported,original_abd,E0273,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0274,6fd90f8d-7a4d-425d-a812-3268db0b0342_7_27,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_7_27,D,not_in_correction,contradicted,,,contradicted,original_abd,E0274,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0275,819c8af7-851f-434f-ab32-318285bc54b1_17_26,B:819c8af7-851f-434f-ab32-318285bc54b1_17_26,B,not_in_correction,supported,,,supported,original_abd,E0275,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0276,d3a0899e-2093-454c-9f65-30087883193a_7_26,D:d3a0899e-2093-454c-9f65-30087883193a_7_26,D,not_in_correction,contradicted,,,contradicted,original_abd,E0276,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0277,115774b6-534d-444f-b7aa-d1b834eb0ee7_6_24,A:115774b6-534d-444f-b7aa-d1b834eb0ee7_6_24,A,not_in_correction,unsupported,,,unsupported,original_abd,E0277,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0278,a6d45e95-8dc0-4932-83bf-ec53e265a16a_6_24,D:a6d45e95-8dc0-4932-83bf-ec53e265a16a_6_24,D,not_in_correction,contradicted,,,contradicted,original_abd,E0278,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0279,db3f7933-dfa0-4678-9d4f-393b628ded45_7_8,D:db3f7933-dfa0-4678-9d4f-393b628ded45_7_8,D,not_in_correction,supported,,,supported,original_abd,E0279,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0280,4572b198-2c1c-4920-bcf0-95fcebe12261_6_24,A:4572b198-2c1c-4920-bcf0-95fcebe12261_6_24,A,not_in_correction,unsupported,,,unsupported,original_abd,E0280,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0281,7e512589-aa97-41e8-83d3-af2e83e4fd06_4_5,B:7e512589-aa97-41e8-83d3-af2e83e4fd06_4_5,B,not_in_correction,unsupported,,,unsupported,original_abd,E0281,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0282,819c8af7-851f-434f-ab32-318285bc54b1_3_13,B:819c8af7-851f-434f-ab32-318285bc54b1_3_13,B,not_in_correction,contradicted,,,contradicted,original_abd,E0282,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0283,70f2a750-f403-41b8-aabb-480eb3ab4ed4_17_9,B:70f2a750-f403-41b8-aabb-480eb3ab4ed4_17_9,B,not_in_correction,unsupported,,,unsupported,original_abd,E0283,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0284,819c8af7-851f-434f-ab32-318285bc54b1_3_13,D:819c8af7-851f-434f-ab32-318285bc54b1_3_13,D,not_in_correction,contradicted,,,contradicted,original_abd,E0284,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0285,db3f7933-dfa0-4678-9d4f-393b628ded45_4_22,D:db3f7933-dfa0-4678-9d4f-393b628ded45_4_22,D,not_in_correction,supported,,,supported,original_abd,E0285,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0286,a6d45e95-8dc0-4932-83bf-ec53e265a16a_17_10,A:a6d45e95-8dc0-4932-83bf-ec53e265a16a_17_10,A,not_in_correction,contradicted,,,contradicted,original_abd,E0286,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0287,71fbc5bf-7e2a-415d-86bc-3a948742e904_7_9,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_7_9,B,not_in_correction,supported,,,supported,original_abd,E0287,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0288,115774b6-534d-444f-b7aa-d1b834eb0ee7_2_4,D:115774b6-534d-444f-b7aa-d1b834eb0ee7_2_4,D,control,unsupported,unsupported,,unsupported,correction,E0288,outputs/abd_eval300_evidence_audit_correction_validation_v1/extracted/corrected_blinded_reviews.jsonl,3ab37d3b323018ba063688790112639cb0053de4a0d1fb0407da2f012d35c991
E0289,71fbc5bf-7e2a-415d-86bc-3a948742e904_8_8,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_8_8,B,control,unsupported,partially_supported,unsupported,unsupported,sol_independent_review,SC26591B3A1BE,outputs/abd_eval300_disagreement_independent_review_v1/blinded_reviewer_output/blinded_reviews.jsonl,75fdab627ddf165f75133f026d0a6e605e6b838bdcb58912e752a67a0783557f
E0290,70f2a750-f403-41b8-aabb-480eb3ab4ed4_17_30,B:70f2a750-f403-41b8-aabb-480eb3ab4ed4_17_30,B,not_in_correction,supported,,,supported,original_abd,E0290,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0291,a6d45e95-8dc0-4932-83bf-ec53e265a16a_8_18,D:a6d45e95-8dc0-4932-83bf-ec53e265a16a_8_18,D,not_in_correction,contradicted,,,contradicted,original_abd,E0291,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0292,4572b198-2c1c-4920-bcf0-95fcebe12261_17_14,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_14,A,not_in_correction,supported,,,supported,original_abd,E0292,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0293,7e512589-aa97-41e8-83d3-af2e83e4fd06_7_4,A:7e512589-aa97-41e8-83d3-af2e83e4fd06_7_4,A,not_in_correction,unsupported,,,unsupported,original_abd,E0293,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0294,db3f7933-dfa0-4678-9d4f-393b628ded45_17_11,A:db3f7933-dfa0-4678-9d4f-393b628ded45_17_11,A,not_in_correction,unsupported,,,unsupported,original_abd,E0294,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0295,4572b198-2c1c-4920-bcf0-95fcebe12261_8_13,A:4572b198-2c1c-4920-bcf0-95fcebe12261_8_13,A,not_in_correction,contradicted,,,contradicted,original_abd,E0295,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0296,41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_10,D:41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_10,D,not_in_correction,supported,,,supported,original_abd,E0296,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0297,70f2a750-f403-41b8-aabb-480eb3ab4ed4_22_12,B:70f2a750-f403-41b8-aabb-480eb3ab4ed4_22_12,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0297,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0298,71fbc5bf-7e2a-415d-86bc-3a948742e904_6_14,D:71fbc5bf-7e2a-415d-86bc-3a948742e904_6_14,D,not_in_correction,contradicted,,,contradicted,original_abd,E0298,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
